Action speed (MB/min),Command Line,Destination directory,Directories created,Directories processed,Elapsed time in sec.,Exit code,File name template,Files copied,Log File Appended,Source base directory,Total data in bytes,date,time,windows version,xxcopy version
263.2,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\little_files d:\speed-test\little_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""D:\speed-test\little_files\""",76,"1,491",47.59,"0 (No error, Successful operation)","""*""",532,"24,344",X:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""X:\Software\Speed-test\source\little_files\""","208,731,021",2008-10-22,11:20:07, 5.2.3790 service pack 2,2.97.5
263.9,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\little_files d:\speed-test\little_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""D:\speed-test\little_files\""",76,"1,491",47.45,"0 (No error, Successful operation)","""*""",532,"24,344",X:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""X:\Software\Speed-test\source\little_files\""","208,731,021",2008-10-22,11:25:26, 5.2.3790 service pack 2,2.97.5
599.1,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\big_files d:\speed-test\big_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""D:\speed-test\big_files\""",1,52.81,"0 (No error, Successful operation)","""*""",1,X:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""X:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-22,10:39:15, 5.2.3790 service pack 2,2.97.5
515.4,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\big_files d:\speed-test\big_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""D:\speed-test\big_files\""",1,61.39 (1 min 1 sec),"0 (No error, Successful operation)","""*""",1,X:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""X:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-22,10:44:27, 5.2.3790 service pack 2,2.97.5
597.5,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\big_files d:\speed-test\big_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""D:\speed-test\big_files\""",1,52.95,"0 (No error, Successful operation)","""*""",1,X:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""X:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-22,10:49:40, 5.2.3790 service pack 2,2.97.5
545.8,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\big_files d:\speed-test\big_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""D:\speed-test\big_files\""",1,57.97,"0 (No error, Successful operation)","""*""",1,X:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""X:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-22,10:54:55, 5.2.3790 service pack 2,2.97.5
605.9,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\big_files d:\speed-test\big_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""D:\speed-test\big_files\""",1,52.22,"0 (No error, Successful operation)","""*""",1,X:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""X:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-22,11:00:07, 5.2.3790 service pack 2,2.97.5
562.2,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\big_files d:\speed-test\big_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""D:\speed-test\big_files\""",1,56.28,"0 (No error, Successful operation)","""*""",1,X:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""X:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-22,11:05:20, 5.2.3790 service pack 2,2.97.5
605.9,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\big_files d:\speed-test\big_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""D:\speed-test\big_files\""",1,52.22,"0 (No error, Successful operation)","""*""",1,X:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""X:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-22,11:10:34, 5.2.3790 service pack 2,2.97.5
585.7,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\big_files d:\speed-test\big_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""D:\speed-test\big_files\""",1,54.02,"0 (No error, Successful operation)","""*""",1,X:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""X:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-22,11:15:49, 5.2.3790 service pack 2,2.97.5
585.9,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\big_files d:\speed-test\big_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""D:\speed-test\big_files\""",1,54,"0 (No error, Successful operation)","""*""",1,X:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""X:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-22,11:21:06, 5.2.3790 service pack 2,2.97.5
577.2,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\big_files d:\speed-test\big_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""D:\speed-test\big_files\""",1,54.81,"0 (No error, Successful operation)","""*""",1,X:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""X:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-22,11:26:25, 5.2.3790 service pack 2,2.97.5
